;Country;Total Cases;New Cases;Total Deaths;New Deaths;Total Recovered;New Recovered;Active Cases;Serious, Critical;Tot Cases/1M pop;Deaths/ 1M pop;Total Tests;Tests/ 1M pop;Continent;1 Case every X people;1 Death every X people;1 Test every X ppl
23;Israel;234060.0;795.0;1516.0;9.0;167032.0;1841.0;65512.0;799.0;25448.0;165.0;3424497.0;372325.0;Asia;39.0;6067.0;3.0
24;Ukraine;204932.0;3627.0;4065.0;69.0;90250.0;1797.0;110617.0;177.0;4693.0;93.0;2226508.0;50987.0;Europe;213.0;10742.0;20.0
25;Canada;155301.0;;9278.0;;132607.0;;13416.0;110.0;4106.0;245.0;7220108.0;190893.0;North America;244.0;4077.0;5.0
26;Ecuador;134965.0;;11280.0;;112296.0;;11389.0;366.0;7622.0;637.0;419740.0;23704.0;South America;131.0;1570.0;42.0
27;Bolivia;134223.0;322.0;7900.0;42.0;94324.0;533.0;31999.0;71.0;11461.0;675.0;298536.0;25491.0;South America;87.0;1482.0;39.0
28;Qatar;125533.0;222.0;214.0;;122448.0;239.0;2871.0;53.0;44709.0;76.0;770213.0;274311.0;Asia;22.0;13121.0;4.0
29;Romania;125414.0;1470.0;4792.0;44.0;100636.0;1292.0;19986.0;551.0;6530.0;250.0;2393670.0;124634.0;Europe;153.0;4008.0;8.0
30;Morocco;119107.0;;2113.0;;97468.0;;19526.0;415.0;3218.0;57.0;2575657.0;69581.0;Africa;311.0;17519.0;14.0
31;Netherlands;117551.0;3011.0;6393.0;13.0;N/A;N/A;N/A;153.0;6857.0;373.0;2449577.0;142881.0;Europe;146.0;2682.0;7.0
32;Belgium;115353.0;1174.0;9987.0;7.0;19301.0;26.0;86065.0;140.0;9942.0;861.0;3157822.0;272178.0;Europe;101.0;1162.0;4.0
33;Dominican Republic;111666.0;;2098.0;;86422.0;;23146.0;194.0;10269.0;193.0;472421.0;43443.0;North America;97.0;5183.0;23.0
34;Panama;111277.0;;2348.0;;87695.0;;21234.0;110.0;25692.0;542.0;472799.0;109163.0;North America;39.0;1845.0;9.0
35;Kazakhstan;107833.0;58.0;1699.0;;102805.0;69.0;3329.0;221.0;5726.0;90.0;2895805.0;153777.0;Asia;175.0;11084.0;7.0
36;Kuwait;104568.0;587.0;607.0;2.0;96049.0;538.0;7912.0;127.0;24399.0;142.0;742797.0;173315.0;Asia;41.0;7061.0;6.0
37;Egypt;102955.0;;5901.0;;95586.0;;1468.0;41.0;1002.0;57.0;135000.0;1313.0;Africa;998.0;17420.0;761.0
38;Oman;98585.0;528.0;935.0;11.0;88528.0;294.0;9122.0;190.0;19190.0;182.0;376700.0;73326.0;Asia;52.0;5494.0;14.0
39;UAE;93090.0;995.0;416.0;3.0;82538.0;1076.0;10136.0;;9385.0;42.0;9602111.0;968015.0;Asia;107.0;23845.0;1.0
40;Sweden;92466.0;;5890.0;5.0;N/A;N/A;N/A;20.0;9142.0;582.0;1532632.0;151525.0;Europe;109.0;1717.0;7.0
41;Guatemala;90263.0;;3234.0;;79067.0;;7962.0;5.0;5016.0;180.0;314975.0;17504.0;North America;199.0;5564.0;57.0
42;Poland;89962.0;1326.0;2483.0;36.0;68955.0;535.0;18524.0;141.0;2378.0;66.0;3267844.0;86368.0;Europe;421.0;15238.0;12.0
43;Japan;82131.0;;1548.0;;74990.0;;5593.0;159.0;650.0;12.0;1957973.0;15493.0;Asia;1539.0;81641.0;65.0
44;Belarus;78260.0;314.0;828.0;6.0;74320.0;153.0;3112.0;;8283.0;88.0;1841704.0;194919.0;Europe;121.0;11411.0;5.0
45;Nepal;76258.0;1513.0;491.0;10.0;55371.0;731.0;20396.0;;2606.0;17.0;1009298.0;34491.0;Asia;384.0;59598.0;29.0
46;Honduras;75537.0;428.0;2301.0;12.0;26957.0;583.0;46279.0;16.0;7597.0;231.0;178095.0;17912.0;North America;132.0;4321.0;56.0
47;Portugal;74717.0;688.0;1963.0;6.0;48193.0;309.0;24561.0;99.0;7333.0;193.0;2553085.0;250565.0;Europe;136.0;5191.0;4.0
48;Ethiopia;73944.0;;1177.0;;30753.0;;42014.0;247.0;639.0;10.0;1260929.0;10904.0;Africa;1564.0;98248.0;92.0
49;Costa Rica;73714.0;;861.0;;29420.0;;43433.0;228.0;14438.0;169.0;224515.0;43975.0;North America;69.0;5930.0;23.0
50;Venezuela;73528.0;;614.0;;63346.0;;9568.0;208.0;2588.0;22.0;1939282.0;68246.0;South America;386.0;46280.0;15.0
51;Bahrain;69848.0;;246.0;1.0;63549.0;;6053.0;60.0;40721.0;143.0;1418129.0;826761.0;Asia;25.0;6973.0;1.0
52;Czechia;65883.0;;618.0;;31799.0;;33466.0;181.0;6149.0;58.0;1335867.0;124686.0;Europe;163.0;17336.0;8.0
53;Nigeria;58460.0;;1111.0;;49895.0;;7454.0;7.0;282.0;5.0;507006.0;2445.0;Africa;3547.0;186632.0;409.0
54;Singapore;57742.0;27.0;27.0;;57393.0;;322.0;;9851.0;5.0;2692047.0;459269.0;Asia;102.0;217096.0;2.0
55;Uzbekistan;56252.0;476.0;465.0;5.0;52859.0;535.0;2928.0;283.0;1675.0;14.0;1377915.0;41026.0;Asia;597.0;72229.0;24.0
56;Switzerland;52871.0;225.0;2069.0;4.0;42700.0;;8102.0;31.0;6098.0;239.0;1355118.0;156298.0;Europe;164.0;4190.0;6.0
57;Moldova;52029.0;835.0;1310.0;9.0;38579.0;362.0;12140.0;710.0;12905.0;325.0;276750.0;68645.0;Europe;77.0;3078.0;15.0
58;Algeria;51213.0;;1719.0;;35962.0;;13532.0;22.0;1163.0;39.0;;;Africa;860.0;25620.0;
59;Armenia;49901.0;327.0;958.0;1.0;43849.0;184.0;5094.0;;16832.0;323.0;289047.0;97499.0;Asia;59.0;3095.0;10.0
60;Kyrgyzstan;46522.0;167.0;1064.0;;42761.0;148.0;2697.0;24.0;7103.0;162.0;267718.0;40872.0;Asia;141.0;6156.0;24.0
61;Ghana;46482.0;38.0;301.0;2.0;45651.0;5.0;530.0;6.0;1488.0;10.0;479931.0;15369.0;Africa;672.0;103746.0;65.0
62;Austria;44041.0;609.0;796.0;6.0;34916.0;864.0;8329.0;90.0;4883.0;88.0;1586578.0;175915.0;Europe;205.0;11330.0;6.0
63;Azerbaijan;40119.0;58.0;590.0;2.0;37827.0;102.0;1702.0;;3948.0;58.0;1110279.0;109264.0;Asia;253.0;17223.0;9.0
64;Palestine;39541.0;420.0;306.0;7.0;31047.0;827.0;8188.0;;7708.0;60.0;414286.0;80764.0;Asia;130.0;16763.0;12.0
65;Paraguay;39432.0;;818.0;;23063.0;;15551.0;161.0;5512.0;114.0;272494.0;38091.0;South America;181.0;8745.0;26.0
66;Afghanistan;39254.0;21.0;1458.0;3.0;32746.0;104.0;5050.0;93.0;1003.0;37.0;110650.0;2827.0;Asia;997.0;26843.0;354.0
67;Kenya;38378.0;210.0;707.0;7.0;24740.0;59.0;12931.0;44.0;710.0;13.0;545019.0;10083.0;Africa;1408.0;76454.0;99.0
68;Lebanon;37272.0;;351.0;;16676.0;;20245.0;178.0;5467.0;51.0;811938.0;119091.0;Asia;183.0;19424.0;8.0
69;Ireland;35377.0;;1802.0;;23364.0;;10211.0;16.0;7145.0;364.0;1155064.0;233290.0;Europe;140.0;2748.0;4.0
70;Libya;34014.0;801.0;540.0;13.0;18902.0;384.0;14572.0;;4934.0;78.0;208417.0;30232.0;Africa;203.0;12766.0;33.0
71;Serbia;33479.0;65.0;749.0;1.0;31536.0;;1194.0;20.0;3836.0;86.0;1127678.0;129194.0;Europe;261.0;11654.0;8.0
72;El Salvador;28981.0;84.0;839.0;3.0;23685.0;157.0;4457.0;45.0;4463.0;129.0;393472.0;60588.0;North America;224.0;7740.0;17.0
73;Denmark;27464.0;392.0;650.0;1.0;20320.0;378.0;6494.0;24.0;4737.0;112.0;3805103.0;656366.0;Europe;211.0;8919.0;2.0
74;Bosnia and Herzegovina;27226.0;225.0;843.0;14.0;20322.0;317.0;6061.0;;8311.0;257.0;239149.0;73007.0;Europe;120.0;3886.0;14.0
75;Australia;27055.0;11.0;882.0;7.0;24676.0;;1497.0;8.0;1058.0;34.0;7577929.0;296341.0;Australia/Oceania;945.0;28993.0;3.0
76;Hungary;25567.0;851.0;757.0;8.0;5173.0;21.0;19637.0;51.0;2648.0;78.0;704510.0;72974.0;Europe;378.0;12753.0;14.0
77;S. Korea;23699.0;38.0;407.0;1.0;21470.0;178.0;1822.0;115.0;462.0;8.0;2313044.0;45106.0;Asia;2164.0;125995.0;22.0
78;Cameroon;20838.0;;418.0;;19440.0;;980.0;30.0;780.0;16.0;149000.0;5580.0;Africa;1281.0;63881.0;179.0
79;Bulgaria;20271.0;;807.0;;14339.0;;5125.0;42.0;2923.0;116.0;519613.0;74923.0;Europe;342.0;8594.0;13.0
80;Ivory Coast;19641.0;;120.0;;19202.0;;319.0;;740.0;5.0;160428.0;6046.0;Africa;1351.0;221107.0;165.0
81;North Macedonia;17786.0;112.0;737.0;8.0;14801.0;159.0;2248.0;6.0;8537.0;354.0;187080.0;89798.0;Europe;117.0;2827.0;11.0
82;Greece;17707.0;;383.0;;9989.0;;7335.0;73.0;1701.0;37.0;1284694.0;123406.0;Europe;588.0;27181.0;8.0
83;Tunisia;17405.0;1291.0;246.0;32.0;5032.0;;12127.0;87.0;1469.0;21.0;229740.0;19389.0;Africa;681.0;48165.0;52.0
84;Croatia;16380.0;135.0;275.0;3.0;14947.0;154.0;1158.0;26.0;3996.0;67.0;300492.0;73310.0;Europe;250.0;14905.0;14.0
85;Madagascar;16377.0;29.0;229.0;;15139.0;192.0;1009.0;16.0;588.0;8.0;70578.0;2533.0;Africa;1701.0;121656.0;395.0
86;Senegal;14945.0;26.0;310.0;1.0;12335.0;104.0;2300.0;8.0;887.0;18.0;175888.0;10440.0;Africa;1127.0;54348.0;96.0
87;Zambia;14715.0;55.0;332.0;;13937.0;116.0;446.0;;795.0;18.0;154214.0;8334.0;Africa;1258.0;55738.0;120.0
88;Norway;13861.0;73.0;274.0;;11190.0;;2397.0;3.0;2552.0;50.0;1041470.0;191743.0;Europe;392.0;19823.0;5.0
89;Sudan;13606.0;;836.0;;6764.0;;6006.0;;309.0;19.0;;;Africa;3241.0;52742.0;
90;Albania;13391.0;;380.0;;7629.0;;5382.0;18.0;4654.0;132.0;81979.0;28494.0;Europe;215.0;7571.0;35.0
91;Myanmar;12425.0;794.0;284.0;28.0;3391.0;318.0;8750.0;;228.0;5.0;289606.0;5314.0;Asia;4386.0;191898.0;188.0
92;Malaysia;11135.0;101.0;134.0;;9939.0;50.0;1062.0;13.0;343.0;4.0;1451697.0;44714.0;Asia;2916.0;242287.0;22.0
93;Namibia;11121.0;;121.0;;8787.0;;2213.0;15.0;4358.0;47.0;96041.0;37635.0;Africa;229.0;21090.0;27.0
94;DRC;10631.0;7.0;272.0;1.0;10129.0;36.0;230.0;;118.0;3.0;;;Africa;8484.0;331611.0;
95;Guinea;10598.0;;66.0;;9940.0;;592.0;24.0;802.0;5.0;32458.0;2456.0;Africa;1247.0;200253.0;407.0
96;Montenegro;10441.0;;163.0;;6720.0;;3558.0;17.0;16624.0;260.0;67685.0;107764.0;Europe;60.0;3853.0;9.0
97;Maldives;10157.0;;34.0;;8950.0;;1173.0;12.0;18711.0;63.0;149135.0;274737.0;Asia;53.0;15966.0;4.0
98;French Guiana;9895.0;;65.0;;9536.0;;294.0;6.0;32927.0;216.0;65570.0;218196.0;South America;30.0;4623.0;5.0
99;Finland;9892.0;149.0;345.0;;7850.0;;1697.0;4.0;1785.0;62.0;1026084.0;185119.0;Europe;560.0;16066.0;5.0
100;Tajikistan;9726.0;41.0;75.0;;8531.0;48.0;1120.0;;1014.0;8.0;;;Asia;986.0;127848.0;
101;Slovakia;9574.0;231.0;45.0;1.0;4329.0;116.0;5200.0;34.0;1753.0;8.0;450501.0;82505.0;Europe;570.0;121340.0;12.0
102;Jordan;9226.0;;51.0;;4359.0;;4816.0;13.0;902.0;5.0;1187350.0;116091.0;Asia;1109.0;200545.0;9.0
103;Haiti;8740.0;;227.0;;6757.0;;1756.0;;764.0;20.0;27986.0;2447.0;North America;1308.0;50380.0;409.0
104;Gabon;8728.0;;54.0;;7934.0;;740.0;2.0;3900.0;24.0;163264.0;72945.0;Africa;256.0;41448.0;14.0
105;Luxembourg;8376.0;;124.0;;7128.0;;1124.0;3.0;13328.0;197.0;818380.0;1302265.0;Europe;75.0;5068.0;1.0
106;Mozambique;8288.0;;59.0;;4836.0;;3393.0;;263.0;2.0;135406.0;4304.0;Africa;3796.0;533242.0;232.0
107;Zimbabwe;7816.0;;228.0;;6112.0;;1476.0;;524.0;15.0;159274.0;10679.0;Africa;1908.0;65417.0;94.0
108;Uganda;7777.0;;75.0;;4033.0;;3669.0;;169.0;2.0;477473.0;10362.0;Africa;5925.0;614374.0;97.0
109;Mauritania;7474.0;;161.0;;7091.0;;222.0;3.0;1598.0;34.0;79644.0;17023.0;Africa;626.0;29059.0;59.0
110;Jamaica;6170.0;;93.0;;1741.0;;4336.0;10.0;2081.0;31.0;77394.0;26108.0;North America;480.0;31875.0;38.0
111;Georgia;5866.0;314.0;34.0;2.0;2324.0;270.0;3508.0;;1471.0;9.0;616348.0;154579.0;Asia;680.0;117272.0;6.0
112;Cabo Verde;5817.0;;59.0;;5134.0;;624.0;;10435.0;106.0;76576.0;137367.0;Africa;96.0;9448.0;7.0
113;Malawi;5770.0;;179.0;;4243.0;;1348.0;4.0;300.0;9.0;52790.0;2743.0;Africa;3336.0;107523.0;365.0
114;Cuba;5531.0;48.0;122.0;;4866.0;79.0;543.0;6.0;488.0;11.0;606444.0;53550.0;North America;2048.0;92827.0;19.0
115;Slovenia;5487.0;99.0;149.0;;3682.0;82.0;1656.0;27.0;2639.0;72.0;222107.0;106833.0;Europe;379.0;13953.0;9.0
116;Eswatini;5452.0;;108.0;;4844.0;;500.0;11.0;4688.0;93.0;31969.0;27486.0;Africa;213.0;10769.0;36.0
117;Djibouti;5410.0;;61.0;;5340.0;;9.0;;5457.0;62.0;76292.0;76949.0;Africa;183.0;16254.0;13.0
118;Hong Kong;5080.0;4.0;105.0;;4807.0;17.0;168.0;11.0;676.0;14.0;3311279.0;440808.0;Asia;1479.0;71541.0;2.0
119;Nicaragua;5073.0;;149.0;;2913.0;;2011.0;;764.0;22.0;;;North America;1310.0;44588.0;
120;Equatorial Guinea;5028.0;;83.0;;4740.0;;205.0;4.0;3557.0;59.0;59706.0;42234.0;Africa;281.0;17033.0;24.0
121;Congo;5008.0;;89.0;;3887.0;;1032.0;;902.0;16.0;;;Africa;1108.0;62362.0;
122;Suriname;4836.0;;102.0;;4667.0;;67.0;7.0;8226.0;173.0;13722.0;23340.0;South America;122.0;5764.0;43.0
123;Rwanda;4832.0;;29.0;;3117.0;;1686.0;;371.0;2.0;490225.0;37628.0;Africa;2696.0;449248.0;27.0
124;CAR;4806.0;;62.0;;1840.0;;2904.0;2.0;991.0;13.0;32059.0;6610.0;Africa;1009.0;78225.0;151.0
125;Angola;4797.0;;176.0;;1813.0;;2808.0;15.0;145.0;5.0;85213.0;2574.0;Africa;6901.0;188097.0;388.0
126;Lithuania;4578.0;88.0;92.0;;2349.0;22.0;2137.0;;1688.0;34.0;767994.0;283114.0;Europe;593.0;29485.0;4.0
127;Guadeloupe;4487.0;;42.0;;2199.0;;2246.0;24.0;11214.0;105.0;47049.0;117581.0;North America;89.0;9527.0;9.0
128;Trinidad and Tobago;4441.0;55.0;74.0;2.0;2454.0;179.0;1913.0;13.0;3171.0;53.0;30779.0;21976.0;North America;315.0;18927.0;46.0
129;Syria;4102.0;;194.0;;1074.0;;2834.0;;233.0;11.0;;;Asia;4291.0;90729.0;
130;Réunion;3882.0;;14.0;;2819.0;;1049.0;17.0;4328.0;16.0;35419.0;39492.0;Africa;231.0;64063.0;25.0
131;Aruba;3872.0;;25.0;;3037.0;;810.0;12.0;36229.0;234.0;30949.0;289576.0;North America;28.0;4275.0;3.0
132;Bahamas;3838.0;;89.0;;2005.0;;1744.0;79.0;9737.0;226.0;19026.0;48270.0;North America;103.0;4429.0;21.0
133;Somalia;3588.0;;99.0;;2946.0;;543.0;;224.0;6.0;;;Africa;4459.0;161591.0;
134;Gambia;3569.0;;111.0;;2161.0;;1297.0;;1467.0;46.0;17472.0;7182.0;Africa;682.0;21916.0;139.0
135;Thailand;3559.0;14.0;59.0;;3370.0;1.0;130.0;1.0;51.0;0.8;749213.0;10727.0;Asia;19624.0;1183783.0;93.0
136;Mayotte;3541.0;;40.0;;2964.0;;537.0;2.0;12906.0;146.0;13000.0;47381.0;Africa;77.0;6859.0;21.0
137;Sri Lanka;3373.0;10.0;13.0;;3230.0;20.0;130.0;;157.0;0.6;285457.0;13317.0;Asia;6355.0;1648872.0;75.0
138;Estonia;3315.0;49.0;64.0;;2564.0;51.0;687.0;;2499.0;48.0;210307.0;158512.0;Europe;400.0;20731.0;6.0
139;Botswana;3172.0;;16.0;;710.0;;2446.0;1.0;1342.0;7.0;184076.0;77900.0;Africa;745.0;147685.0;13.0
140;Mali;3090.0;;130.0;;2439.0;;521.0;;152.0;6.0;52934.0;2596.0;Africa;6598.0;156829.0;385.0
141;Malta;3035.0;29.0;34.0;2.0;2484.0;85.0;517.0;;6869.0;77.0;251772.0;569835.0;Europe;146.0;12995.0;2.0
142;Guyana;2787.0;;78.0;;1608.0;;1101.0;9.0;3539.0;99.0;13836.0;17570.0;South America;283.0;10096.0;57.0
143;South Sudan;2692.0;;49.0;;1290.0;;1353.0;;240.0;4.0;12044.0;1073.0;Africa;4170.0;229093.0;932.0
144;Iceland;2663.0;;10.0;;2161.0;;492.0;1.0;7791.0;29.0;274842.0;804135.0;Europe;128.0;34179.0;1.0
145;Benin;2340.0;;40.0;;1960.0;;340.0;;192.0;3.0;194235.0;15923.0;Africa;5213.0;304953.0;63.0
146;Guinea-Bissau;2324.0;;39.0;;1549.0;;736.0;5.0;1174.0;20.0;;;Africa;852.0;50744.0;
147;Sierra Leone;2215.0;;72.0;;1681.0;;462.0;;276.0;9.0;;;Africa;3619.0;111329.0;
148;Yemen;2031.0;;587.0;;1266.0;;178.0;;68.0;20.0;;;Asia;14762.0;51077.0;
149;Burkina Faso;2028.0;;57.0;;1279.0;;692.0;;96.0;3.0;;;Africa;10374.0;369091.0;
150;Uruguay;2010.0;;47.0;;1755.0;;208.0;2.0;578.0;14.0;232359.0;66833.0;South America;1730.0;73972.0;15.0
151;Andorra;1966.0;;53.0;;1265.0;;648.0;9.0;25435.0;686.0;137457.0;1778320.0;Europe;39.0;1458.0;1.0
152;Belize;1891.0;37.0;24.0;;1208.0;12.0;659.0;2.0;4735.0;60.0;14556.0;36448.0;North America;211.0;16640.0;27.0
153;New Zealand;1835.0;2.0;25.0;;1755.0;2.0;55.0;1.0;367.0;5.0;955590.0;191038.0;Australia/Oceania;2726.0;200084.0;5.0
154;Togo;1749.0;;47.0;;1336.0;;366.0;;210.0;6.0;89515.0;10753.0;Africa;4760.0;177122.0;93.0
155;Latvia;1729.0;32.0;37.0;1.0;1307.0;3.0;385.0;;919.0;20.0;315747.0;167867.0;Europe;1088.0;50836.0;6.0
156;Cyprus;1713.0;;22.0;;1369.0;;322.0;1.0;1416.0;18.0;374112.0;309309.0;Asia;706.0;54978.0;3.0
157;French Polynesia;1579.0;;6.0;;1335.0;;238.0;8.0;5613.0;21.0;26355.0;93688.0;Australia/Oceania;178.0;46884.0;11.0
158;Lesotho;1565.0;;35.0;;822.0;;708.0;;729.0;16.0;18506.0;8622.0;Africa;1372.0;61326.0;116.0
159;Liberia;1343.0;1.0;82.0;;1221.0;;40.0;;264.0;16.0;;;Africa;3787.0;62023.0;
160;Martinique;1290.0;;20.0;;98.0;;1172.0;9.0;3438.0;53.0;34717.0;92531.0;North America;291.0;18760.0;11.0
161;Niger;1196.0;;69.0;;1110.0;;17.0;;49.0;3.0;24769.0;1015.0;Africa;20409.0;353755.0;985.0
162;Chad;1185.0;;85.0;;1006.0;;94.0;;72.0;5.0;;;Africa;13955.0;194547.0;
163;Vietnam;1094.0;17.0;35.0;;1007.0;8.0;52.0;;11.0;0.4;1009145.0;10345.0;Asia;89170.0;2787205.0;97.0
164;Sao Tome and Principe;911.0;;15.0;;885.0;;11.0;;4138.0;68.0;4865.0;22100.0;Africa;242.0;14676.0;45.0
165;San Marino;727.0;;42.0;;676.0;;9.0;3.0;21414.0;1237.0;7602.0;223924.0;Europe;47.0;808.0;4.0
166;NO COUNTRY;712.0;;13.0;;651.0;;48.0;4.0;;;;;;;;
167;Turks and Caicos;682.0;;5.0;;631.0;11.0;46.0;4.0;17557.0;129.0;3152.0;81145.0;North America;57.0;7769.0;12.0
168;Channel Islands;664.0;;48.0;;600.0;;16.0;2.0;3811.0;275.0;123884.0;710939.0;Europe;262.0;3630.0;1.0
169;Sint Maarten;645.0;1.0;22.0;;549.0;17.0;74.0;6.0;15002.0;512.0;3720.0;86524.0;North America;67.0;1954.0;12.0
170;Papua New Guinea;532.0;;7.0;;516.0;;9.0;;59.0;0.8;23777.0;2646.0;Australia/Oceania;16894.0;1283941.0;378.0
171;Taiwan;513.0;;7.0;;480.0;;26.0;;22.0;0.3;93181.0;3911.0;Asia;46447.0;3403917.0;256.0
172;Tanzania;509.0;;21.0;;183.0;;305.0;7.0;8.0;0.3;;;Africa;118141.0;2863512.0;
173;Burundi;502.0;;1.0;;472.0;;29.0;;42.0;0.08;37522.0;3134.0;Africa;23852.0;11973721.0;319.0
174;Comoros;478.0;;7.0;;458.0;;13.0;;547.0;8.0;;;Africa;1828.0;124859.0;
175;Faeroe Islands;460.0;; ;;423.0;;37.0;1.0;9405.0;;127721.0;2611401.0;Europe;106.0;;0.0
176;Gibraltar;391.0;9.0; ;;342.0;1.0;49.0;;11606.0;;46456.0;1378966.0;Europe;86.0;;1.0
177;Saint Martin;383.0;;8.0;;273.0;;102.0;11.0;9865.0;206.0;3834.0;98753.0;North America;101.0;4853.0;10.0
178;Eritrea;375.0;; ;;341.0;;34.0;;105.0;;;;Africa;9489.0;;
179;Mauritius;367.0;;10.0;;343.0;;14.0;;288.0;8.0;246326.0;193609.0;Africa;3467.0;127229.0;5.0
180;Curaçao;364.0;;1.0;;148.0;;215.0;1.0;2216.0;6.0;1080.0;6575.0;North America;451.0;164258.0;152.0
181;Isle of Man;340.0;;24.0;;315.0;;1.0;;3993.0;282.0;12782.0;150124.0;Europe;250.0;3548.0;7.0
182;Mongolia;313.0;; ;;305.0;;8.0;1.0;95.0;;69372.0;21079.0;Asia;10514.0;;47.0
183;Bhutan;280.0;7.0; ;;210.0;;70.0;;362.0;;135061.0;174571.0;Asia;2763.0;;6.0
184;Cambodia;277.0;1.0; ;;275.0;;2.0;;17.0;;135733.0;8091.0;Asia;60559.0;;124.0
185;Monaco;212.0;;2.0;;174.0;;36.0;1.0;5393.0;51.0;51953.0;1321623.0;Europe;185.0;19655.0;1.0
186;Cayman Islands;211.0;;1.0;;208.0;;2.0;;3201.0;15.0;39177.0;594410.0;North America;312.0;65909.0;2.0
187;Barbados;190.0;;7.0;;178.0;;5.0;;661.0;24.0;23032.0;80122.0;North America;1513.0;41066.0;12.0
188;Bermuda;181.0;;9.0;;167.0;;5.0;;2909.0;145.0;63640.0;1022806.0;North America;344.0;6913.0;1.0
189;Brunei ;146.0;;3.0;;142.0;;1.0;;333.0;7.0;58487.0;133380.0;Asia;3003.0;146167.0;7.0
190;Seychelles;143.0;; ;;140.0;;3.0;;1452.0;;5200.0;52794.0;Africa;689.0;;19.0
191;Liechtenstein;118.0;1.0;1.0;;113.0;3.0;4.0;;3093.0;26.0;900.0;23588.0;Europe;323.0;38155.0;42.0
192;Caribbean Netherlands;106.0;18.0;1.0;;24.0;3.0;81.0;;4033.0;38.0;2413.0;91812.0;North America;248.0;26282.0;11.0
193;Antigua and Barbuda;101.0;;3.0;;92.0;;6.0;;1029.0;31.0;2701.0;27526.0;North America;972.0;32709.0;36.0
