;Country;Total Cases;New Cases;Total Deaths;New Deaths;Total Recovered;New Recovered;Active Cases;Serious, Critical;Tot Cases/1M pop;Deaths/ 1M pop;Total Tests;Tests/ 1M pop;Continent;1 Case every X people;1 Death every X people;1 Test every X ppl
49;Honduras;89381.0;956.0;2576.0;8.0;35398.0;434.0;51407.0;22.0;8982.0;259.0;211236.0;21226.0;North America;111.0;3863.0;47.0
50;Belarus;88909.0;619.0;937.0;4.0;80503.0;373.0;7469.0;;9410.0;99.0;2244310.0;237534.0;Europe;106.0;10084.0;4.0
51;Venezuela;87161.0;;741.0;;80316.0;;6104.0;117.0;3068.0;26.0;2022949.0;71202.0;South America;326.0;38342.0;14.0
52;Switzerland;86167.0;3008.0;2145.0;7.0;54600.0;1200.0;29422.0;79.0;9934.0;247.0;1646512.0;189827.0;Europe;101.0;4044.0;5.0
53;Bahrain;78533.0;309.0;305.0;3.0;75089.0;406.0;3139.0;31.0;45693.0;177.0;1638436.0;953302.0;Asia;22.0;5635.0;1.0
54;Moldova;67958.0;656.0;1617.0;17.0;49083.0;590.0;17258.0;876.0;16858.0;401.0;331184.0;82157.0;Europe;59.0;2493.0;12.0
55;Austria;67451.0;1524.0;914.0;10.0;51407.0;1048.0;15130.0;145.0;7476.0;101.0;1938028.0;214813.0;Europe;134.0;9871.0;5.0
56;Armenia;66694.0;1234.0;1101.0;10.0;48734.0;526.0;16859.0;;22494.0;371.0;352764.0;118979.0;Asia;44.0;2693.0;8.0
57;Lebanon;64336.0;1392.0;531.0;5.0;29498.0;643.0;34307.0;211.0;9439.0;78.0;1084657.0;159132.0;Asia;106.0;12836.0;6.0
58;Uzbekistan;63831.0;308.0;534.0;3.0;60910.0;306.0;2387.0;252.0;1899.0;16.0;1377915.0;40992.0;Asia;527.0;62948.0;24.0
59;Nigeria;61558.0;;1125.0;;56697.0;;3736.0;7.0;296.0;5.0;590635.0;2844.0;Africa;3373.0;184571.0;352.0
60;Singapore;57921.0;6.0;28.0;;57819.0;;74.0;;9877.0;5.0;3486260.0;594497.0;Asia;101.0;209437.0;2.0
61;Paraguay;55452.0;;1207.0;;36663.0;;17582.0;143.0;7746.0;169.0;330854.0;46216.0;South America;129.0;5931.0;22.0
62;Algeria;54829.0;213.0;1873.0;8.0;38346.0;131.0;14610.0;33.0;1244.0;42.0;;;Africa;804.0;23538.0;
63;Kyrgyzstan;52910.0;384.0;1113.0;2.0;46139.0;276.0;5658.0;24.0;8070.0;170.0;276522.0;42177.0;Asia;124.0;5891.0;24.0
64;Ireland;52256.0;1263.0;1865.0;13.0;23364.0;;27027.0;34.0;10548.0;376.0;1453608.0;293401.0;Europe;95.0;2656.0;3.0
65;Libya;50906.0;957.0;746.0;14.0;27832.0;570.0;22328.0;;7378.0;108.0;277535.0;40227.0;Africa;136.0;9248.0;25.0
66;Hungary;48757.0;989.0;1211.0;38.0;14637.0;325.0;32909.0;197.0;5051.0;125.0;910368.0;94311.0;Europe;198.0;7971.0;11.0
67;Palestine;48129.0;513.0;421.0;8.0;41455.0;594.0;6253.0;;9370.0;82.0;485716.0;94564.0;Asia;107.0;12200.0;11.0
68;Ghana;47372.0;;310.0;;46664.0;;398.0;9.0;1515.0;10.0;510074.0;16315.0;Africa;660.0;100854.0;61.0
69;Azerbaijan;45879.0;584.0;635.0;5.0;40272.0;128.0;4972.0;;4513.0;62.0;1241664.0;122130.0;Asia;222.0;16011.0;8.0
70;Kenya;45647.0;571.0;842.0;3.0;32522.0;438.0;12283.0;;843.0;16.0;627781.0;11600.0;Africa;1186.0;64277.0;86.0
71;Tunisia;44450.0;1723.0;711.0;24.0;5032.0;;38707.0;166.0;3749.0;60.0;307759.0;25959.0;Africa;267.0;16675.0;39.0
72;Jordan;40972.0;2035.0;414.0;34.0;7123.0;117.0;33435.0;55.0;4004.0;40.0;1618573.0;158163.0;Asia;250.0;24719.0;6.0
73;Afghanistan;40357.0;70.0;1499.0;2.0;33790.0;30.0;5068.0;93.0;1030.0;38.0;118045.0;3012.0;Asia;971.0;26142.0;332.0
74;Myanmar;38502.0;1297.0;945.0;31.0;18874.0;1306.0;18683.0;;706.0;17.0;538086.0;9870.0;Asia;1416.0;57693.0;101.0
75;Serbia;36608.0;326.0;780.0;2.0;31536.0;;4292.0;25.0;4195.0;89.0;1249106.0;143138.0;Europe;238.0;11188.0;7.0
76;Denmark;36373.0;529.0;688.0;2.0;29998.0;436.0;5687.0;15.0;6273.0;119.0;4670054.0;805405.0;Europe;159.0;8428.0;1.0
77;Bosnia and Herzegovina;35389.0;728.0;1017.0;20.0;25560.0;118.0;8812.0;;10807.0;311.0;283335.0;86526.0;Europe;93.0;3220.0;12.0
78;El Salvador;31975.0;149.0;929.0;3.0;27453.0;247.0;3593.0;45.0;4922.0;143.0;448802.0;69088.0;North America;203.0;6993.0;14.0
79;Bulgaria;31863.0;1336.0;1019.0;11.0;17414.0;261.0;13430.0;93.0;4596.0;147.0;624901.0;90143.0;Europe;218.0;6803.0;11.0
80;Slovakia;31400.0;705.0;98.0;6.0;8004.0;468.0;23298.0;73.0;5750.0;18.0;627978.0;115005.0;Europe;174.0;55719.0;9.0
81;Australia;27429.0;30.0;905.0;;25126.0;14.0;1398.0;1.0;1072.0;35.0;8332247.0;325623.0;Australia/Oceania;933.0;28275.0;3.0
82;Croatia;26863.0;890.0;382.0;8.0;20962.0;433.0;5519.0;32.0;6556.0;93.0;406519.0;99212.0;Europe;153.0;10726.0;10.0
83;Greece;26469.0;667.0;528.0;8.0;9989.0;;15952.0;87.0;2543.0;51.0;1568798.0;150738.0;Europe;393.0;19711.0;7.0
84;S. Korea;25333.0;58.0;447.0;3.0;23466.0;98.0;1420.0;71.0;494.0;9.0;2491311.0;48580.0;Asia;2024.0;114726.0;21.0
85;North Macedonia;24196.0;408.0;850.0;4.0;17673.0;281.0;5673.0;25.0;11614.0;408.0;223922.0;107482.0;Europe;86.0;2451.0;9.0
86;Malaysia;22225.0;862.0;193.0;3.0;14351.0;634.0;7681.0;95.0;684.0;6.0;1921435.0;59139.0;Asia;1462.0;168343.0;17.0
87;Cameroon;21506.0;;424.0;;20117.0;;965.0;61.0;804.0;16.0;149000.0;5572.0;Africa;1243.0;63067.0;179.0
88;Ivory Coast;20342.0;18.0;121.0;;20044.0;15.0;177.0;;766.0;5.0;180800.0;6805.0;Africa;1306.0;219590.0;147.0
89;Georgia;19857.0;1194.0;158.0;15.0;8666.0;328.0;11033.0;;4981.0;40.0;800789.0;200859.0;Asia;201.0;25233.0;5.0
90;Albania;17651.0;301.0;458.0;4.0;10225.0;58.0;6968.0;20.0;6136.0;159.0;105790.0;36773.0;Europe;163.0;6281.0;27.0
91;Madagascar;16810.0;;238.0;;16215.0;;357.0;16.0;603.0;9.0;85407.0;3061.0;Africa;1660.0;117227.0;327.0
92;Norway;16679.0;76.0;278.0;;11863.0;;4538.0;6.0;3069.0;51.0;1495288.0;275171.0;Europe;326.0;19547.0;4.0
93;Zambia;15982.0;85.0;346.0;;15038.0;7.0;598.0;;862.0;19.0;214749.0;11586.0;Africa;1160.0;53568.0;86.0
94;Montenegro;15892.0;132.0;247.0;7.0;11581.0;293.0;4064.0;26.0;25302.0;393.0;81773.0;130193.0;Europe;40.0;2543.0;8.0
95;Senegal;15459.0;27.0;320.0;1.0;13922.0;57.0;1217.0;6.0;916.0;19.0;198076.0;11739.0;Africa;1091.0;52729.0;85.0
96;Slovenia;14473.0;794.0;192.0;2.0;6572.0;187.0;7709.0;56.0;6961.0;92.0;293769.0;141301.0;Europe;144.0;10828.0;7.0
97;Finland;13849.0;294.0;351.0;;9100.0;;4398.0;7.0;2498.0;63.0;1328127.0;239590.0;Europe;400.0;15793.0;4.0
98;Sudan;13724.0;;836.0;;6764.0;;6124.0;;311.0;19.0;;;Africa;3217.0;52812.0;
99;Namibia;12367.0;41.0;132.0;1.0;10528.0;102.0;1707.0;3.0;4841.0;52.0;117759.0;46097.0;Africa;207.0;19353.0;22.0
100;Guinea;11538.0;20.0;70.0;;10447.0;20.0;1021.0;24.0;872.0;5.0;40008.0;3022.0;Africa;1147.0;189103.0;331.0
101;Maldives;11271.0;39.0;37.0;;10234.0;33.0;1000.0;12.0;20743.0;68.0;150743.0;277420.0;Asia;48.0;14686.0;4.0
102;Luxembourg;11241.0;231.0;136.0;1.0;8471.0;;2634.0;5.0;17871.0;216.0;951944.0;1513393.0;Europe;56.0;4625.0;1.0
103;Mozambique;11190.0;110.0;78.0;3.0;9007.0;171.0;2105.0;;355.0;2.0;168971.0;5362.0;Africa;2816.0;403996.0;186.0
104;DRC;11052.0;;303.0;;10357.0;;392.0;;122.0;3.0;;;Africa;8175.0;298202.0;
105;Uganda;10788.0;97.0;97.0;;7066.0;74.0;3625.0;;234.0;2.0;524966.0;11372.0;Africa;4279.0;475890.0;88.0
106;Tajikistan;10574.0;41.0;80.0;;9617.0;54.0;877.0;;1101.0;8.0;;;Asia;908.0;120011.0;
107;French Guiana;10268.0;;69.0;;9995.0;;204.0;2.0;34118.0;229.0;71790.0;238541.0;South America;29.0;4362.0;4.0
108;Haiti;8976.0;;231.0;;7303.0;;1442.0;;784.0;20.0;30938.0;2703.0;North America;1275.0;49542.0;370.0
109;Gabon;8884.0;;54.0;;8452.0;;378.0;3.0;3964.0;24.0;213238.0;95144.0;Africa;252.0;41504.0;11.0
110;Jamaica;8374.0;53.0;174.0;1.0;4002.0;51.0;4198.0;9.0;2824.0;59.0;89357.0;30136.0;North America;354.0;17041.0;33.0
111;Zimbabwe;8187.0;28.0;233.0;1.0;7692.0;9.0;262.0;;548.0;16.0;162958.0;10917.0;Africa;1823.0;64067.0;92.0
112;Angola;8049.0;220.0;251.0;3.0;3037.0;6.0;4761.0;29.0;243.0;8.0;85213.0;2569.0;Africa;4120.0;132127.0;389.0
113;Lithuania;7928.0;202.0;118.0;5.0;3276.0;166.0;4534.0;23.0;2925.0;44.0;905929.0;334229.0;Europe;342.0;22970.0;3.0
114;Cabo Verde;7901.0;101.0;87.0;;6792.0;172.0;1022.0;23.0;14165.0;156.0;87480.0;156830.0;Africa;71.0;6412.0;6.0
115;Mauritania;7634.0;13.0;163.0;;7359.0;4.0;112.0;3.0;1629.0;35.0;84407.0;18014.0;Africa;614.0;28746.0;56.0
116;Guadeloupe;7122.0;;96.0;;2199.0;;4827.0;35.0;17799.0;240.0;62313.0;155726.0;North America;56.0;4168.0;6.0
117;Cuba;6305.0;47.0;127.0;;5806.0;26.0;372.0;3.0;557.0;11.0;756623.0;66813.0;North America;1796.0;89169.0;15.0
118;Bahamas;5923.0;150.0;124.0;1.0;3525.0;186.0;2274.0;11.0;15019.0;314.0;31801.0;80636.0;North America;67.0;3180.0;12.0
119;Malawi;5861.0;1.0;182.0;1.0;4757.0;;922.0;4.0;304.0;9.0;58225.0;3021.0;Africa;3289.0;105907.0;331.0
120;Sri Lanka;5811.0;186.0;13.0;;3457.0;17.0;2341.0;;271.0;0.6;383961.0;17908.0;Asia;3690.0;1649267.0;56.0
121;Eswatini;5788.0;;116.0;;5427.0;;245.0;19.0;4973.0;100.0;45570.0;39157.0;Africa;201.0;10033.0;26.0
122;Botswana;5609.0;;21.0;;915.0;;4673.0;1.0;2371.0;9.0;267517.0;113082.0;Africa;422.0;112652.0;9.0
123;Djibouti;5499.0;30.0;61.0;;5384.0;5.0;54.0;;5542.0;61.0;82739.0;83382.0;Africa;180.0;16267.0;12.0
124;Nicaragua;5353.0;;154.0;;4225.0;;974.0;;805.0;23.0;;;North America;1242.0;43170.0;
125;Trinidad and Tobago;5333.0;35.0;98.0;1.0;3758.0;62.0;1477.0;14.0;3807.0;70.0;31736.0;22655.0;North America;263.0;14295.0;44.0
126;Hong Kong;5262.0;5.0;105.0;;4996.0;14.0;161.0;12.0;700.0;14.0;3587019.0;477294.0;Asia;1428.0;71575.0;2.0
127;Syria;5180.0;46.0;254.0;3.0;1596.0;31.0;3330.0;;294.0;14.0;;;Asia;3403.0;69393.0;
128;Congo;5156.0;;92.0;;3887.0;;1177.0;;928.0;17.0;;;Africa;1078.0;60414.0;
129;Suriname;5133.0;;109.0;;4959.0;;65.0;5.0;8726.0;185.0;17191.0;29226.0;South America;115.0;5396.0;34.0
130;Equatorial Guinea;5074.0;4.0;83.0;;4954.0;;37.0;1.0;3582.0;59.0;64170.0;45306.0;Africa;279.0;17065.0;22.0
131;Rwanda;4996.0;4.0;34.0;;4797.0;;165.0;;383.0;3.0;536779.0;41143.0;Africa;2611.0;383725.0;24.0
132;Réunion;4921.0;;17.0;;4445.0;;459.0;17.0;5485.0;19.0;35419.0;39475.0;Africa;182.0;52779.0;25.0
133;Malta;4871.0;134.0;46.0;1.0;3282.0;40.0;1543.0;6.0;11023.0;104.0;303016.0;685712.0;Europe;91.0;9607.0;1.0
134;CAR;4856.0;;62.0;;1924.0;;2870.0;2.0;1000.0;13.0;32711.0;6738.0;Africa;1000.0;78302.0;148.0
135;French Polynesia;4548.0;;16.0;;3202.0;;1330.0;20.0;16162.0;57.0;26355.0;93657.0;Australia/Oceania;62.0;17587.0;11.0
136;Aruba;4355.0;21.0;34.0;;4065.0;25.0;256.0;4.0;40738.0;318.0;36975.0;345874.0;North America;25.0;3144.0;3.0
137;Iceland;4193.0;92.0;11.0;;2930.0;74.0;1252.0;3.0;12263.0;32.0;329598.0;963985.0;Europe;82.0;31083.0;1.0
138;Mayotte;4159.0;;43.0;;2964.0;;1152.0;3.0;15137.0;157.0;13000.0;47315.0;Africa;66.0;6390.0;21.0
139;Estonia;4127.0;42.0;71.0;3.0;3270.0;41.0;786.0;1.0;3110.0;54.0;245036.0;184681.0;Europe;321.0;18687.0;5.0
140;Somalia;3890.0;;99.0;;3089.0;;702.0;;243.0;6.0;;;Africa;4119.0;161849.0;
141;Guyana;3796.0;31.0;114.0;3.0;2796.0;47.0;886.0;14.0;4819.0;145.0;17259.0;21911.0;South America;208.0;6910.0;46.0
142;Thailand;3700.0;9.0;59.0;;3491.0;3.0;150.0;1.0;53.0;0.8;977854.0;13999.0;Asia;18879.0;1183953.0;71.0
143;Gambia;3649.0;;118.0;;2649.0;;882.0;;1498.0;48.0;18279.0;7502.0;Africa;668.0;20649.0;133.0
144;Andorra;3623.0;;62.0;;2273.0;;1288.0;22.0;46868.0;802.0;137457.0;1778159.0;Europe;21.0;1247.0;1.0
145;Latvia;3609.0;115.0;47.0;3.0;1341.0;;2221.0;9.0;1920.0;25.0;395142.0;210210.0;Europe;521.0;39995.0;5.0
146;Mali;3411.0;4.0;132.0;;2593.0;5.0;686.0;;167.0;6.0;66417.0;3252.0;Africa;5987.0;154707.0;307.0
147;South Sudan;2847.0;;55.0;;1290.0;;1502.0;;253.0;5.0;12044.0;1072.0;Africa;3946.0;204238.0;933.0
148;Cyprus;2839.0;152.0;25.0;;1444.0;;1370.0;2.0;2346.0;21.0;435568.0;359970.0;Asia;426.0;48401.0;3.0
149;Belize;2833.0;20.0;45.0;1.0;1692.0;22.0;1096.0;5.0;7087.0;113.0;19351.0;48405.0;North America;141.0;8884.0;21.0
150;Uruguay;2560.0;;51.0;;2121.0;;388.0;5.0;736.0;15.0;283904.0;81643.0;South America;1358.0;68184.0;12.0
151;Benin;2496.0;;41.0;;2330.0;;125.0;;204.0;3.0;238105.0;19491.0;Africa;4894.0;297961.0;51.0
152;Guinea-Bissau;2403.0;;41.0;;1818.0;;544.0;5.0;1213.0;21.0;;;Africa;825.0;48334.0;
153;Burkina Faso;2387.0;;65.0;;1802.0;;520.0;;113.0;3.0;;;Africa;8827.0;324172.0;
154;Sierra Leone;2336.0;5.0;73.0;;1765.0;5.0;498.0;;291.0;9.0;;;Africa;3435.0;109932.0;
155;Martinique;2257.0;;24.0;;98.0;;2135.0;19.0;6016.0;64.0;42504.0;113291.0;North America;166.0;15632.0;9.0
156;Togo;2104.0;33.0;51.0;;1555.0;14.0;498.0;;252.0;6.0;109188.0;13098.0;Africa;3962.0;163449.0;76.0
157;Yemen;2057.0;1.0;597.0;;1338.0;;122.0;;69.0;20.0;;;Asia;14594.0;50285.0;
158;Lesotho;1918.0;85.0;43.0;1.0;961.0;;914.0;;893.0;20.0;21954.0;10224.0;Africa;1120.0;49939.0;98.0
159;New Zealand;1887.0;1.0;25.0;;1829.0;5.0;33.0;;377.0;5.0;1034603.0;206834.0;Australia/Oceania;2651.0;200084.0;5.0
160;Chad;1399.0;9.0;93.0;;1199.0;5.0;107.0;;84.0;6.0;;;Africa;11840.0;178104.0;
161;Liberia;1381.0;;82.0;;1271.0;;28.0;2.0;271.0;16.0;30332.0;5956.0;Africa;3688.0;62106.0;168.0
162;Niger;1211.0;;69.0;;1128.0;;14.0;9.0;50.0;3.0;30663.0;1254.0;Africa;20198.0;354488.0;798.0
163;Vietnam;1141.0;1.0;35.0;;1046.0;;60.0;;12.0;0.4;1246480.0;12771.0;Asia;85541.0;2788639.0;78.0
164;Sao Tome and Principe;933.0;;15.0;;898.0;;20.0;;4234.0;68.0;5683.0;25789.0;Africa;236.0;14691.0;39.0
165;Channel Islands;768.0;1.0;48.0;;659.0;;61.0;2.0;4405.0;275.0;138993.0;797225.0;Europe;227.0;3632.0;1.0
166;San Marino;766.0;;42.0;;688.0;;36.0;2.0;22561.0;1237.0;8604.0;253409.0;Europe;44.0;808.0;4.0
167;Curaçao;759.0;8.0;1.0;;466.0;8.0;292.0;1.0;4620.0;6.0;10764.0;65515.0;North America;216.0;164297.0;15.0
168;Sint Maarten;756.0;;22.0;;675.0;;59.0;6.0;17572.0;511.0;4771.0;110897.0;North America;57.0;1956.0;9.0
169;NO COUNTRY;712.0;;13.0;;659.0;;40.0;4.0;;;;;;;;
170;Turks and Caicos;698.0;;6.0;;689.0;;3.0;1.0;17955.0;154.0;3829.0;98498.0;North America;56.0;6479.0;10.0
171;Gibraltar;608.0;31.0; ;;471.0;9.0;137.0;3.0;18048.0;;58642.0;1740739.0;Europe;55.0;;1.0
172;Papua New Guinea;581.0;;7.0;;541.0;;33.0;;65.0;0.8;27003.0;3001.0;Australia/Oceania;15486.0;1285333.0;333.0
173;Burundi;550.0;1.0;1.0;;497.0;;52.0;;46.0;0.08;44526.0;3712.0;Africa;21808.0;11994129.0;269.0
174;Taiwan;543.0;3.0;7.0;;495.0;2.0;41.0;;23.0;0.3;99367.0;4170.0;Asia;43886.0;3404270.0;240.0
175;Saint Martin;531.0;;8.0;;380.0;;143.0;11.0;13664.0;206.0;5801.0;149272.0;North America;73.0;4858.0;7.0
176;Tanzania;509.0;;21.0;;183.0;;305.0;7.0;8.0;0.3;;;Africa;118334.0;2868179.0;
177;Comoros;504.0;2.0;7.0;;494.0;9.0;3.0;;576.0;8.0;;;Africa;1736.0;125011.0;
178;Faeroe Islands;488.0;3.0; ;;472.0;;16.0;;9976.0;;147079.0;3006582.0;Europe;100.0;;0.0
179;Eritrea;452.0;; ;;388.0;;64.0;;127.0;;;;Africa;7879.0;;
180;Mauritius;419.0;;10.0;;379.0;;30.0;;329.0;8.0;260973.0;205101.0;Africa;3037.0;127241.0;5.0
181;Isle of Man;348.0;;24.0;;321.0;;3.0;;4086.0;282.0;15242.0;178962.0;Europe;245.0;3549.0;6.0
182;Bhutan;330.0;3.0; ;;301.0;;29.0;;426.0;;160089.0;206791.0;Asia;2346.0;;5.0
183;Mongolia;326.0;2.0; ;;312.0;;14.0;1.0;99.0;;82472.0;25037.0;Asia;10104.0;;40.0
184;Cambodia;285.0;2.0; ;;280.0;;5.0;;17.0;;165994.0;9888.0;Asia;58906.0;;101.0
185;Monaco;271.0;3.0;2.0;;227.0;5.0;42.0;2.0;6891.0;51.0;51953.0;1321085.0;Europe;145.0;19663.0;1.0
